HTAG,B365H,HomeTeam,HTHG,FTHG,B365D,HTR,FTR,AwayTeam,FTAG,Date,B365A
0,2.0,Atalanta,2,4,3.0,H,H,Dortmund,1,2026-02-25,3.0
0,2.0,Real Madrid,1,2,3.0,H,H,Benfica,1,2026-02-25,3.0
1,2.0,PSG,1,2,3.0,D,D,Monaco,2,2026-02-25,3.0
1,2.0,Juventus,1,3,3.0,D,H,Galatasaray SK,2,2026-02-25,3.0
0,2.0,Galatasaray SK,0,1,3.0,D,H,Liverpool,0,2026-03-10,3.0
3,2.0,Atalanta,0,1,3.0,A,A,Bayern Monaco,6,2026-03-10,3.0
0,2.0,Newcastle,0,1,3.0,D,D,Barcelona,1,2026-03-10,3.0
1,2.0,Atletico Madrid,2,5,3.0,H,H,Tottenham,2,2026-03-10,3.0
0,2.0,Leverkusen,0,1,3.0,D,D,Arsenal,1,2026-03-11,3.0
1,2.0,PSG,2,5,3.0,H,H,Chelsea,2,2026-03-11,3.0
0,2.0,Real Madrid,1,3,3.0,H,H,Man City,0,2026-03-11,3.0
0,2.0,FK Bodø/Glimt,1,3,3.0,H,H,Sporting CP,0,2026-03-11,3.0
0,2.0,Sporting CP,2,5,3.0,H,H,FK Bodø/Glimt,0,2026-03-17,3.0
1,2.0,Chelsea,0,0,3.0,A,A,PSG,3,2026-03-17,3.0
1,2.0,Man City,0,1,3.0,A,A,Real Madrid,2,2026-03-17,3.0
0,2.0,Arsenal,1,2,3.0,H,H,Leverkusen,0,2026-03-17,3.0
1,2.0,Barcelona,3,7,3.0,H,H,Newcastle,2,2026-03-18,3.0
0,2.0,Liverpool,2,4,3.0,H,H,Galatasaray SK,0,2026-03-18,3.0
0,2.0,Bayern Monaco,2,4,3.0,H,H,Atalanta,1,2026-03-18,3.0
1,2.0,Tottenham,1,3,3.0,D,H,Atletico Madrid,2,2026-03-18,3.0
1,2.0,Real Madrid,0,1,3.0,A,A,Bayern Monaco,2,2026-04-07,3.0
0,2.0,Sporting CP,0,0,3.0,D,A,Arsenal,1,2026-04-07,3.0
